3 phase apparent power all meters exported from database
Time,AG_SCIENCE__MCC_MTR,BIOMEDICAL_SCIENCE_CH_MTR_1,BIOMEDICAL_SCIENCE_CH_MTR_2,BIOMEDICAL_SCIENCE_MAIN_A_MTR,BIOMEDICAL_SCIENCE_MAIN_B_MTR,BIOMEDICAL_SCIENCE_MCC_A_MTR,HAMILTON_LIB_PH_III_CH_1_MTR,HAMILTON_LIB_PH_III_CH_2_MTR,HAMILTON_LIB_PH_III_CH_3_MTR,HAMILTON_LIB_PH_III_MAIN_1_MTR,HAMILTON_LIB_PH_III_MAIN_2_MTR,HAMILTON_LIB_PH_III_MCC_AC1_MTR,HAMILTON_LIB_PH_III_MCC_AC2_MTR
Aug 11 24  14:46,133570.00,0.00,289670.00,733150.00,37530.00,154660.00,0.00,120820.00,1500.00,283210.00,84590.00,57270.00,23650.00
Aug 11 24  14:47,144340.00,0.00,289630.00,734610.00,37210.00,154000.00,0.00,120820.00,1500.00,274360.00,84860.00,56940.00,20960.00
Aug 11 24  14:48,129980.00,0.00,288370.00,744920.00,38360.00,153540.00,0.00,122010.00,1500.00,284620.00,85410.00,56940.00,20960.00
Aug 11 24  14:49,141550.00,0.00,286420.00,738630.00,37780.00,149580.00,0.00,122010.00,1500.00,276990.00,84250.00,57420.00,20960.00
Aug 11 24  14:50,146660.00,0.00,290970.00,734880.00,37890.00,152950.00,0.00,122010.00,1500.00,281190.00,84720.00,57420.00,18230.00
Aug 11 24  14:51,146580.00,0.00,290010.00,737300.00,38800.00,153400.00,0.00,122260.00,1500.00,284490.00,84720.00,57420.00,18230.00
Aug 11 24  14:52,141610.00,0.00,288540.00,731230.00,38150.00,154960.00,0.00,122260.00,1500.00,284370.00,84450.00,57560.00,18230.00
Aug 11 24  14:53,131230.00,0.00,290110.00,734690.00,39560.00,153890.00,0.00,122260.00,1500.00,287010.00,86590.00,57560.00,17090.00
Aug 11 24  14:54,125680.00,0.00,288860.00,736330.00,40990.00,154660.00,0.00,123500.00,1500.00,290180.00,84720.00,57560.00,17090.00
Aug 11 24  14:55,130610.00,0.00,289590.00,750610.00,40380.00,154050.00,0.00,123500.00,1500.00,284980.00,84250.00,57340.00,17090.00
Aug 11 24  14:56,125860.00,0.00,287510.00,742940.00,38120.00,154150.00,0.00,123500.00,1500.00,292840.00,84600.00,57340.00,15460.00
Aug 11 24  14:57,130010.00,0.00,288140.00,734950.00,39600.00,153650.00,0.00,124690.00,1500.00,300340.00,84750.00,57340.00,15460.00
Aug 11 24  14:58,136930.00,0.00,280270.00,713450.00,39550.00,149100.00,0.00,124690.00,1500.00,308030.00,84910.00,57900.00,15460.00
Aug 11 24  14:59,122570.00,0.00,288800.00,727870.00,40390.00,152010.00,0.00,124690.00,1500.00,311770.00,84970.00,57900.00,14680.00
Aug 11 24  15:00,123550.00,0.00,288960.00,735280.00,40410.00,154560.00,0.00,129810.00,1840.00,321670.00,84500.00,57900.00,14680.00
Aug 11 24  15:01,130180.00,0.00,289310.00,735750.00,40510.00,155370.00,0.00,129810.00,1840.00,313560.00,84830.00,57830.00,13710.00
Aug 11 24  15:02,141830.00,0.00,288200.00,735550.00,42280.00,154250.00,0.00,129810.00,1840.00,320600.00,84630.00,57830.00,13710.00
Aug 11 24  15:03,145670.00,0.00,288370.00,741180.00,41300.00,154560.00,0.00,135940.00,1830.00,315200.00,84370.00,57830.00,13710.00
Aug 11 24  15:04,137280.00,0.00,289570.00,705700.00,40190.00,155370.00,0.00,135940.00,1830.00,324950.00,86820.00,58270.00,14330.00
Aug 11 24  15:05,146170.00,0.00,288620.00,705970.00,41000.00,155290.00,0.00,139000.00,1830.00,326350.00,84730.00,58270.00,14330.00
Aug 11 24  15:06,150190.00,0.00,291660.00,711470.00,41540.00,156370.00,0.00,139000.00,1820.00,326080.00,88140.00,58270.00,14330.00
Aug 11 24  15:07,149800.00,0.00,289540.00,709240.00,40560.00,153610.00,0.00,139000.00,1820.00,327700.00,88160.00,58320.00,15350.00
Aug 11 24  15:08,146480.00,0.00,287900.00,705270.00,40430.00,150450.00,0.00,141220.00,1820.00,336450.00,87930.00,58320.00,15350.00
Aug 11 24  15:09,135460.00,0.00,292350.00,708290.00,39570.00,153390.00,0.00,141220.00,1820.00,331690.00,87860.00,58440.00,15350.00
Aug 11 24  15:10,122370.00,0.00,292560.00,719190.00,38020.00,154940.00,0.00,141220.00,1820.00,323550.00,88320.00,58440.00,15200.00
Aug 11 24  15:11,121990.00,0.00,290920.00,706850.00,39850.00,153880.00,0.00,144930.00,1820.00,332970.00,87810.00,58440.00,15200.00
Aug 11 24  15:12,133780.00,0.00,292340.00,719260.00,40250.00,155610.00,0.00,144930.00,1820.00,344210.00,88230.00,58660.00,15200.00
Aug 11 24  15:13,123430.00,0.00,290870.00,768660.00,39100.00,154770.00,0.00,144930.00,1820.00,336580.00,88580.00,58660.00,16480.00
Aug 11 24  15:14,131980.00,0.00,292190.00,737260.00,38940.00,152920.00,0.00,145000.00,1820.00,349770.00,88730.00,58660.00,16480.00
Aug 11 24  15:15,127110.00,0.00,292130.00,731940.00,36830.00,155230.00,0.00,145000.00,1520.00,357390.00,87980.00,58990.00,16480.00
Aug 11 24  15:16,132640.00,0.00,291180.00,729480.00,36520.00,151690.00,0.00,145000.00,1520.00,363940.00,88270.00,58990.00,17700.00
Aug 11 24  15:17,128560.00,0.00,291690.00,748640.00,37880.00,152690.00,0.00,147250.00,1520.00,364620.00,88140.00,58990.00,17700.00
Aug 11 24  15:18,133230.00,0.00,291350.00,738230.00,37970.00,154360.00,0.00,147250.00,1520.00,357650.00,88100.00,59060.00,17700.00
Aug 11 24  15:19,136530.00,0.00,290690.00,737670.00,37430.00,154990.00,0.00,147250.00,1520.00,360450.00,87270.00,59060.00,19170.00
Aug 11 24  15:20,142670.00,0.00,290920.00,737710.00,37420.00,155210.00,0.00,148090.00,1510.00,372240.00,86670.00,59060.00,19170.00
Aug 11 24  15:21,127100.00,0.00,289550.00,733210.00,36840.00,155140.00,0.00,148090.00,1510.00,374040.00,84500.00,59380.00,19920.00
Aug 11 24  15:22,137040.00,0.00,290360.00,733490.00,37260.00,154920.00,1690.00,148090.00,1510.00,378460.00,84710.00,59380.00,19920.00
Aug 11 24  15:23,135190.00,0.00,289280.00,729510.00,38050.00,152430.00,1690.00,146800.00,1510.00,353650.00,84710.00,59380.00,19920.00
Aug 11 24  15:24,137840.00,0.00,288800.00,741910.00,37830.00,151580.00,1690.00,146800.00,1510.00,368640.00,84390.00,59750.00,20710.00
Aug 11 24  15:25,143720.00,0.00,290900.00,736620.00,39420.00,152600.00,1670.00,146800.00,1510.00,343030.00,84490.00,59750.00,20710.00
Aug 11 24  15:26,128900.00,0.00,291460.00,736630.00,39510.00,154680.00,1670.00,143720.00,1510.00,346650.00,84410.00,59750.00,20710.00
Aug 11 24  15:27,138470.00,0.00,289800.00,732610.00,36980.00,153720.00,1670.00,143720.00,1510.00,348860.00,84460.00,58950.00,20430.00
Aug 11 24  15:28,128240.00,0.00,290880.00,740240.00,36470.00,156450.00,1660.00,141280.00,1510.00,339920.00,84770.00,58950.00,20430.00
Aug 11 24  15:29,137160.00,0.00,290170.00,739080.00,36100.00,156110.00,1660.00,141280.00,1850.00,334050.00,84590.00,58950.00,20430.00
Aug 11 24  15:30,131560.00,0.00,291040.00,737720.00,37440.00,156020.00,1660.00,141280.00,1850.00,332260.00,84920.00,58520.00,19920.00
Aug 11 24  15:31,129320.00,0.00,291410.00,763330.00,36140.00,154080.00,1660.00,135330.00,1850.00,326320.00,84500.00,58520.00,19920.00
Aug 11 24  15:32,136400.00,0.00,291230.00,740950.00,35160.00,155530.00,1660.00,135330.00,1820.00,335520.00,84800.00,58520.00,19920.00
Aug 11 24  15:33,130200.00,0.00,289520.00,728250.00,35250.00,150670.00,1660.00,135330.00,1820.00,304630.00,84670.00,58520.00,19580.00
Aug 11 24  15:34,129970.00,0.00,294110.00,734690.00,35900.00,152640.00,1650.00,131640.00,1820.00,313360.00,84810.00,58520.00,19580.00
Aug 11 24  15:35,140450.00,0.00,293340.00,740890.00,36550.00,155160.00,1650.00,131640.00,1820.00,316620.00,84720.00,58200.00,19580.00
Aug 11 24  15:36,144820.00,0.00,291170.00,739180.00,38320.00,154030.00,1670.00,131640.00,1820.00,317050.00,86550.00,58200.00,18080.00
Aug 11 24  15:37,140540.00,0.00,292510.00,739920.00,38780.00,154560.00,1670.00,127940.00,1820.00,316850.00,84490.00,58200.00,18080.00
Aug 11 24  15:38,126820.00,0.00,290380.00,741530.00,38070.00,153800.00,1670.00,127940.00,1820.00,322520.00,84330.00,57800.00,18080.00
Aug 11 24  15:39,136590.00,0.00,289880.00,731550.00,40450.00,154210.00,1660.00,127940.00,1820.00,313080.00,84690.00,57800.00,15780.00
Aug 11 24  15:40,125490.00,0.00,290030.00,733460.00,41150.00,153510.00,1660.00,126330.00,1820.00,301020.00,84630.00,57800.00,15780.00
Aug 11 24  15:41,125510.00,0.00,287750.00,728540.00,41650.00,149660.00,1660.00,126330.00,1820.00,309750.00,84550.00,57620.00,15780.00
Aug 11 24  15:42,127030.00,0.00,292310.00,710430.00,41850.00,152100.00,0.00,126330.00,1820.00,296600.00,84260.00,57620.00,14290.00
Aug 11 24  15:43,121580.00,0.00,291940.00,710330.00,41820.00,153850.00,0.00,126170.00,1820.00,293600.00,84360.00,57620.00,14290.00
Aug 11 24  15:44,125460.00,0.00,293400.00,713770.00,42280.00,154600.00,0.00,126170.00,1520.00,292460.00,84410.00,57810.00,14290.00
Aug 11 24  15:45,131790.00,0.00,291450.00,716630.00,41960.00,154870.00,0.00,126170.00,1520.00,290470.00,84700.00,57810.00,13260.00
Aug 11 24  15:46,125470.00,0.00,292800.00,710460.00,41690.00,153130.00,0.00,126990.00,1520.00,292400.00,84660.00,57810.00,13260.00
Aug 11 24  15:47,128810.00,0.00,292300.00,714550.00,40610.00,154590.00,0.00,126990.00,1500.00,299590.00,84330.00,58080.00,13260.00
Aug 11 24  15:48,126660.00,0.00,292650.00,714660.00,38430.00,150280.00,0.00,126990.00,1500.00,302820.00,84500.00,58080.00,12400.00
Aug 11 24  15:49,133730.00,0.00,294690.00,740160.00,39700.00,152210.00,0.00,128280.00,1500.00,304790.00,84640.00,58080.00,12400.00
Aug 11 24  15:50,128890.00,0.00,294010.00,734620.00,36960.00,153360.00,0.00,128280.00,1510.00,319120.00,84590.00,58440.00,12400.00
Aug 11 24  15:51,137130.00,0.00,293290.00,738180.00,36770.00,155060.00,0.00,128280.00,1510.00,324240.00,84800.00,58440.00,12360.00
Aug 11 24  15:52,125400.00,0.00,289990.00,756510.00,37860.00,154070.00,0.00,130290.00,1510.00,330900.00,86870.00,58440.00,12360.00
Aug 11 24  15:53,125410.00,0.00,291690.00,741030.00,38060.00,154270.00,0.00,130290.00,1510.00,314950.00,84640.00,58260.00,12360.00
Aug 11 24  15:54,137380.00,0.00,292560.00,742130.00,37470.00,155910.00,0.00,130290.00,1510.00,347230.00,84510.00,58260.00,12340.00
Aug 11 24  15:55,121420.00,0.00,292850.00,743250.00,37840.00,153540.00,0.00,133240.00,1510.00,338110.00,84310.00,58260.00,12340.00
Aug 11 24  15:56,137490.00,0.00,290870.00,731800.00,37980.00,152490.00,0.00,133240.00,1510.00,335350.00,84310.00,58470.00,12340.00
Aug 11 24  15:57,144530.00,0.00,287580.00,726600.00,37020.00,149030.00,0.00,133240.00,1510.00,342100.00,84440.00,58470.00,13370.00
Aug 11 24  15:58,147050.00,0.00,293550.00,743780.00,36170.00,152460.00,0.00,135990.00,1850.00,340710.00,84490.00,58470.00,13370.00
Aug 11 24  15:59,142980.00,0.00,293170.00,749800.00,35910.00,153850.00,0.00,135990.00,1850.00,338430.00,84620.00,58400.00,13370.00
Aug 11 24  16:00,128820.00,0.00,292280.00,745970.00,37670.00,153680.00,0.00,135990.00,1850.00,348000.00,84570.00,58400.00,14130.00
Aug 11 24  16:01,137240.00,0.00,291340.00,740060.00,37900.00,154010.00,0.00,138480.00,1820.00,353370.00,84460.00,58400.00,14130.00
Aug 11 24  16:02,125810.00,0.00,290980.00,736910.00,39270.00,154090.00,0.00,138480.00,1820.00,337600.00,84770.00,58730.00,14130.00
Aug 11 24  16:03,122500.00,0.00,291850.00,737840.00,38480.00,155070.00,0.00,138480.00,1820.00,347250.00,84700.00,58730.00,14970.00
Aug 11 24  16:04,132130.00,0.00,292070.00,741900.00,38240.00,154320.00,0.00,140210.00,1810.00,344170.00,84330.00,58730.00,14970.00
Aug 11 24  16:05,139980.00,0.00,290830.00,739410.00,39020.00,152220.00,0.00,140210.00,1810.00,345470.00,84810.00,58730.00,16030.00
Aug 11 24  16:06,140570.00,0.00,288440.00,768390.00,39530.00,150170.00,0.00,140210.00,1810.00,349630.00,84450.00,58730.00,16030.00
Aug 11 24  16:07,121750.00,0.00,293820.00,748380.00,38750.00,151480.00,0.00,143840.00,1800.00,352400.00,85480.00,58730.00,16030.00
Aug 11 24  16:08,128550.00,0.00,292590.00,737090.00,38990.00,154100.00,0.00,143840.00,1800.00,350420.00,86700.00,59110.00,16680.00
Aug 11 24  16:09,125520.00,0.00,291380.00,735050.00,38530.00,153410.00,1640.00,143840.00,1800.00,350330.00,84380.00,59110.00,16680.00
Aug 11 24  16:10,121300.00,0.00,292730.00,738270.00,40660.00,154180.00,1640.00,143170.00,1800.00,359250.00,84550.00,59110.00,16680.00
Aug 11 24  16:11,127560.00,0.00,292410.00,739470.00,39470.00,154090.00,1640.00,143170.00,1800.00,351510.00,84700.00,59280.00,17530.00
Aug 11 24  16:12,136290.00,0.00,291030.00,741880.00,39310.00,155320.00,1630.00,143170.00,1800.00,350390.00,84300.00,59280.00,17530.00
Aug 11 24  16:13,123110.00,0.00,290940.00,737980.00,38490.00,153820.00,1630.00,144430.00,1500.00,364940.00,84400.00,59280.00,17530.00
Aug 11 24  16:14,130300.00,0.00,290920.00,741820.00,39130.00,153430.00,1630.00,144430.00,1500.00,370540.00,84310.00,59400.00,18540.00
Aug 11 24  16:15,136000.00,0.00,290250.00,731190.00,39370.00,150730.00,0.00,144430.00,1500.00,375080.00,84710.00,59400.00,18540.00
Aug 11 24  16:16,139050.00,0.00,293700.00,739330.00,38880.00,151450.00,0.00,144390.00,1490.00,366240.00,84760.00,59400.00,18540.00
Aug 11 24  16:17,139800.00,0.00,293720.00,717590.00,37700.00,154080.00,0.00,144390.00,1490.00,358520.00,84850.00,59540.00,18890.00
Aug 11 24  16:18,140210.00,0.00,292430.00,715310.00,37750.00,153880.00,0.00,144390.00,1490.00,368630.00,84590.00,59540.00,18890.00
Aug 11 24  16:19,138730.00,0.00,293660.00,715730.00,40350.00,153560.00,0.00,143420.00,1490.00,368040.00,84230.00,59540.00,18890.00
Aug 11 24  16:20,126660.00,0.00,293140.00,711350.00,40210.00,153950.00,0.00,143420.00,1490.00,377020.00,84280.00,59630.00,19030.00
Aug 11 24  16:21,130630.00,0.00,292170.00,719020.00,38860.00,154900.00,0.00,143420.00,1490.00,357390.00,84460.00,59630.00,19030.00
Aug 11 24  16:22,130170.00,0.00,293360.00,715270.00,37620.00,154830.00,0.00,142920.00,1490.00,361440.00,84540.00,59630.00,19030.00
Aug 11 24  16:23,134370.00,0.00,292960.00,717370.00,36030.00,152520.00,0.00,142920.00,1490.00,352850.00,84320.00,59080.00,20220.00
Aug 11 24  16:24,123510.00,0.00,291500.00,733530.00,35720.00,148410.00,0.00,142920.00,1490.00,360790.00,84320.00,59080.00,20220.00
Aug 11 24  16:25,131220.00,0.00,295220.00,740600.00,37380.00,152230.00,0.00,140900.00,1490.00,325350.00,84300.00,59080.00,20220.00
Aug 11 24  16:26,122170.00,0.00,293960.00,737240.00,38780.00,154690.00,0.00,140900.00,1490.00,316680.00,84340.00,59070.00,21180.00
Aug 11 24  16:27,130580.00,0.00,291430.00,735090.00,38010.00,153440.00,0.00,140900.00,1490.00,326760.00,84290.00,59070.00,21180.00
Aug 11 24  16:28,137670.00,0.00,291930.00,746210.00,38680.00,154380.00,0.00,138660.00,1790.00,330710.00,84260.00,59070.00,21180.00
Aug 11 24  16:29,131200.00,0.00,292490.00,739460.00,38370.00,155580.00,0.00,138660.00,1790.00,319280.00,86950.00,58710.00,22550.00
Aug 11 24  16:30,133610.00,0.00,292940.00,740090.00,37050.00,155060.00,0.00,138660.00,1790.00,316780.00,84450.00,58710.00,22550.00
Aug 11 24  16:31,125980.00,0.00,292500.00,733760.00,37500.00,154480.00,0.00,135430.00,1800.00,327310.00,84490.00,58710.00,22550.00
Aug 11 24  16:32,124920.00,0.00,291610.00,733970.00,38360.00,153820.00,0.00,135430.00,1800.00,335790.00,84270.00,58850.00,23520.00
Aug 11 24  16:33,130890.00,0.00,290470.00,730360.00,36800.00,151030.00,0.00,135430.00,1800.00,322320.00,85240.00,58850.00,23520.00
Aug 11 24  16:34,144830.00,0.00,293040.00,737320.00,34980.00,152890.00,0.00,134210.00,1800.00,337160.00,84470.00,58850.00,23520.00
Aug 11 24  16:35,130760.00,0.00,293460.00,748060.00,34790.00,153510.00,0.00,134210.00,1800.00,333360.00,84580.00,58320.00,22560.00
Aug 11 24  16:36,141040.00,0.00,291200.00,738430.00,35170.00,155730.00,0.00,134210.00,1800.00,324830.00,84450.00,58320.00,22560.00
Aug 11 24  16:37,126600.00,0.00,290580.00,734090.00,35370.00,155480.00,0.00,130930.00,1810.00,326820.00,84770.00,58320.00,22560.00
Aug 11 24  16:38,138340.00,0.00,289430.00,733100.00,36290.00,155670.00,0.00,130930.00,1810.00,316360.00,84650.00,58730.00,21000.00
Aug 11 24  16:39,147340.00,0.00,288850.00,736620.00,37180.00,154390.00,0.00,130930.00,1810.00,312210.00,84640.00,58730.00,21000.00
Aug 11 24  16:40,131140.00,0.00,289430.00,736880.00,37290.00,154350.00,0.00,129230.00,1800.00,313360.00,84700.00,58730.00,21000.00
Aug 11 24  16:41,132930.00,0.00,287460.00,730770.00,37180.00,150990.00,0.00,129230.00,1800.00,311610.00,84700.00,58570.00,19800.00
Aug 11 24  16:42,136270.00,0.00,289420.00,740850.00,39240.00,151500.00,0.00,129230.00,1800.00,312250.00,84910.00,58570.00,19800.00
Aug 11 24  16:43,138680.00,0.00,290500.00,730660.00,40050.00,151870.00,0.00,127490.00,1490.00,300790.00,85000.00,58570.00,19800.00
Aug 11 24  16:44,138270.00,0.00,290250.00,733750.00,38090.00,153810.00,0.00,127490.00,1490.00,310990.00,85260.00,58390.00,17940.00
Aug 11 24  16:45,134810.00,0.00,288410.00,733570.00,39530.00,154670.00,0.00,126510.00,1490.00,304940.00,84940.00,58390.00,17940.00
Aug 11 24  16:46,136540.00,0.00,288430.00,741170.00,38830.00,154840.00,0.00,126510.00,1490.00,295700.00,84890.00,58390.00,17940.00
Aug 11 24  16:47,139240.00,0.00,289070.00,736410.00,38590.00,155190.00,0.00,126510.00,1490.00,294560.00,85030.00,58150.00,16620.00
Aug 11 24  16:48,133810.00,0.00,287180.00,736010.00,39410.00,153780.00,0.00,126490.00,1490.00,300950.00,85810.00,58150.00,16620.00
Aug 11 24  16:49,131240.00,0.00,289440.00,742020.00,39930.00,154400.00,0.00,126490.00,1500.00,310610.00,84900.00,58150.00,16620.00
Aug 11 24  16:50,129090.00,0.00,288220.00,729150.00,37760.00,151790.00,0.00,126490.00,1500.00,304840.00,86400.00,58170.00,15590.00
Aug 11 24  16:51,118490.00,0.00,285540.00,699110.00,37150.00,149760.00,0.00,127650.00,1500.00,317340.00,84570.00,58170.00,15590.00
Aug 11 24  16:52,124470.00,0.00,291430.00,708070.00,38220.00,152780.00,0.00,127650.00,1500.00,301200.00,84710.00,58170.00,15590.00
Aug 11 24  16:53,127890.00,0.00,290700.00,708790.00,38960.00,153610.00,0.00,127650.00,1500.00,306620.00,84660.00,58220.00,14580.00
Aug 11 24  16:54,116390.00,0.00,290500.00,711920.00,39900.00,154830.00,0.00,128840.00,1500.00,324350.00,84600.00,58220.00,14580.00
Aug 11 24  16:55,116770.00,0.00,290330.00,713210.00,36180.00,154200.00,0.00,128840.00,1480.00,321760.00,84580.00,58220.00,14580.00
Aug 11 24  16:56,126840.00,0.00,291420.00,718050.00,38180.00,154400.00,0.00,128840.00,1480.00,322610.00,84450.00,58130.00,14470.00
Aug 11 24  16:57,134380.00,0.00,291670.00,711830.00,37450.00,155780.00,0.00,130270.00,1480.00,323180.00,84500.00,58130.00,14470.00
Aug 11 24  16:58,133820.00,0.00,290800.00,717280.00,37700.00,154640.00,0.00,130270.00,1790.00,323000.00,84360.00,58130.00,14470.00
Aug 11 24  16:59,118260.00,0.00,287530.00,731340.00,37850.00,152330.00,0.00,130270.00,1790.00,333850.00,84280.00,58720.00,14380.00
Aug 11 24  17:00,130200.00,0.00,289870.00,727550.00,37010.00,151040.00,0.00,133430.00,1790.00,334670.00,84980.00,58720.00,14380.00
Aug 11 24  17:01,136120.00,0.00,290570.00,732590.00,36240.00,153050.00,0.00,133430.00,1800.00,330440.00,84270.00,58720.00,14380.00
Aug 11 24  17:02,114180.00,0.00,290780.00,738620.00,36450.00,155440.00,0.00,133430.00,1800.00,326870.00,84700.00,59050.00,14570.00
Aug 11 24  17:03,129720.00,0.00,289070.00,745230.00,36110.00,156440.00,0.00,135330.00,1800.00,322360.00,84780.00,59050.00,14570.00
Aug 11 24  17:04,139020.00,0.00,288370.00,744530.00,37780.00,155640.00,0.00,135330.00,1800.00,327500.00,84260.00,59050.00,14570.00
Aug 11 24  17:05,138190.00,0.00,288360.00,735780.00,37610.00,155030.00,0.00,135330.00,1800.00,323410.00,84370.00,59160.00,14020.00
Aug 11 24  17:06,138250.00,0.00,288340.00,733300.00,39710.00,155430.00,0.00,137710.00,1800.00,326420.00,85740.00,59160.00,14020.00
Aug 11 24  17:07,108200.00,0.00,287810.00,731980.00,39010.00,153470.00,0.00,137710.00,1800.00,325180.00,84540.00,59160.00,14020.00
Aug 11 24  17:08,106970.00,0.00,287590.00,735740.00,40060.00,152140.00,0.00,137710.00,1800.00,331460.00,84680.00,59120.00,14380.00
Aug 11 24  17:09,106920.00,0.00,284490.00,729460.00,39190.00,150790.00,0.00,137710.00,1800.00,333080.00,84680.00,59120.00,14380.00
Aug 11 24  17:10,114660.00,0.00,287750.00,737310.00,39020.00,152620.00,0.00,142500.00,1780.00,330910.00,84520.00,59120.00,14380.00
Aug 11 24  17:11,118210.00,0.00,290910.00,744360.00,37500.00,154420.00,0.00,142500.00,1780.00,335120.00,84460.00,59210.00,15250.00
Aug 11 24  17:12,105160.00,0.00,288030.00,732970.00,37850.00,153210.00,0.00,142500.00,1780.00,335760.00,84390.00,59210.00,15250.00
Aug 11 24  17:13,117550.00,0.00,288810.00,731920.00,37360.00,154460.00,0.00,143400.00,1470.00,330930.00,84450.00,59210.00,15250.00
Aug 11 24  17:14,106940.00,0.00,290150.00,737770.00,36660.00,155140.00,0.00,143400.00,1470.00,353670.00,84640.00,59330.00,17090.00
Aug 11 24  17:15,117760.00,0.00,289220.00,739450.00,37030.00,156490.00,0.00,143400.00,1470.00,359580.00,85190.00,59330.00,17090.00
Aug 11 24  17:16,126260.00,0.00,289920.00,738590.00,37760.00,154710.00,0.00,144000.00,1480.00,360460.00,85200.00,59330.00,17090.00
Aug 11 24  17:17,106450.00,0.00,289830.00,738980.00,38860.00,153530.00,0.00,144000.00,1480.00,324740.00,84860.00,59430.00,19650.00
Aug 11 24  17:18,92760.00,0.00,290550.00,745350.00,37990.00,154330.00,0.00,144000.00,1480.00,339530.00,84750.00,59430.00,19650.00
Aug 11 24  17:19,99900.00,0.00,289680.00,729430.00,38050.00,151220.00,0.00,141810.00,1490.00,339570.00,85230.00,59430.00,19650.00
Aug 11 24  17:20,105240.00,0.00,293160.00,739510.00,36420.00,152950.00,0.00,141810.00,1490.00,342140.00,84820.00,59220.00,21010.00
Aug 11 24  17:21,106820.00,0.00,292490.00,740930.00,36830.00,154580.00,0.00,141810.00,1490.00,342400.00,84670.00,59220.00,21010.00
Aug 11 24  17:22,108020.00,0.00,292100.00,741730.00,37880.00,155260.00,0.00,139940.00,1470.00,333170.00,84560.00,59220.00,21010.00
Aug 11 24  17:23,111540.00,0.00,292350.00,737040.00,39340.00,154570.00,0.00,139940.00,1470.00,333370.00,84780.00,59290.00,22170.00
Aug 11 24  17:24,99000.00,0.00,291530.00,742430.00,40610.00,155940.00,0.00,139940.00,1470.00,329770.00,84380.00,59290.00,22170.00
Aug 11 24  17:25,90320.00,0.00,290870.00,749040.00,39780.00,154970.00,0.00,138070.00,1820.00,318410.00,84630.00,59290.00,22170.00
Aug 11 24  17:26,88130.00,0.00,290390.00,737990.00,36720.00,154300.00,0.00,138070.00,1820.00,316160.00,84510.00,59330.00,22500.00
Aug 11 24  17:27,103210.00,0.00,289320.00,735560.00,39090.00,153000.00,0.00,138070.00,1820.00,327380.00,84250.00,59330.00,22500.00
Aug 11 24  17:28,94160.00,0.00,289210.00,709060.00,37590.00,151570.00,0.00,134310.00,1790.00,323640.00,84540.00,59330.00,22500.00
Aug 11 24  17:29,92130.00,0.00,292120.00,709290.00,39010.00,154410.00,0.00,134310.00,1790.00,314490.00,84460.00,59180.00,21850.00
Aug 11 24  17:30,101920.00,0.00,292560.00,710570.00,36900.00,153920.00,0.00,134310.00,1790.00,320090.00,84230.00,59180.00,21850.00
Aug 11 24  17:31,108650.00,0.00,292390.00,713730.00,38470.00,153810.00,0.00,131970.00,1800.00,335340.00,84170.00,59180.00,21850.00
Aug 11 24  17:32,96950.00,0.00,291930.00,724530.00,36340.00,153540.00,0.00,131970.00,1800.00,327530.00,86300.00,58710.00,19980.00
Aug 11 24  17:33,106590.00,0.00,291430.00,717440.00,37190.00,154890.00,0.00,131970.00,1800.00,334380.00,84080.00,58710.00,19980.00
Aug 11 24  17:34,107550.00,0.00,292820.00,715780.00,37640.00,156210.00,0.00,131100.00,1780.00,342600.00,84020.00,58710.00,19980.00
Aug 11 24  17:35,98050.00,0.00,291600.00,708830.00,39600.00,154890.00,0.00,131100.00,1780.00,340520.00,84160.00,59020.00,19980.00
Aug 11 24  17:36,102450.00,0.00,290430.00,704890.00,39920.00,151110.00,0.00,131100.00,1780.00,334100.00,84170.00,59020.00,19300.00
Aug 11 24  17:37,101190.00,0.00,290870.00,715670.00,39080.00,151850.00,0.00,130560.00,1820.00,340050.00,84530.00,59020.00,19300.00
Aug 11 24  17:38,107360.00,0.00,294370.00,743880.00,41890.00,153120.00,0.00,130560.00,1820.00,345300.00,84290.00,59020.00,19300.00
Aug 11 24  17:39,106910.00,0.00,293880.00,751970.00,36300.00,155390.00,0.00,130560.00,1820.00,349060.00,84330.00,59020.00,18240.00
Aug 11 24  17:40,105620.00,0.00,291960.00,737630.00,35600.00,154910.00,0.00,131410.00,1520.00,357860.00,84360.00,59020.00,18240.00
Aug 11 24  17:41,91290.00,0.00,290100.00,734900.00,35660.00,156200.00,0.00,131410.00,1520.00,342780.00,84280.00,58740.00,18240.00
Aug 11 24  17:42,93850.00,0.00,289940.00,740870.00,35900.00,155360.00,0.00,131410.00,1520.00,340180.00,84210.00,58740.00,17620.00
Aug 11 24  17:43,98080.00,0.00,289530.00,737830.00,36190.00,154950.00,0.00,131040.00,1520.00,337280.00,84240.00,58740.00,17620.00
Aug 11 24  17:44,89910.00,0.00,288810.00,741160.00,35880.00,153810.00,0.00,131040.00,1520.00,322210.00,84150.00,58680.00,17620.00
Aug 11 24  17:45,93110.00,0.00,289590.00,741720.00,38760.00,153620.00,0.00,131040.00,1520.00,332610.00,84360.00,58680.00,16500.00
Aug 11 24  17:46,105840.00,0.00,287910.00,738330.00,38020.00,150270.00,0.00,131780.00,1520.00,322980.00,84370.00,58680.00,16500.00
